ReleveAnnee,ReleveMois,NoOrdre,TitreRMC,AdopCSRegleVote,AdopCSAbs,AdoptCSContre,NoCELEX,ProposAnnee,ProposChrono,ProposOrigine,NoUniqueAnnee,NoUniqueType,NoUniqueChrono,ProposSplittee,Suite2eLecturePE,"Council Path",Notes
2002,2,21,"Council Regulation laying down certain rules to implement
Regulation (EC) No 2725/2000 concerning the establishment
of ""Eurodac"" for the comparison of fingerprints for the
effective application of the Dublin Convention",U,,,32002R0407,2000,14879,CONS,NULL,CS,NULL,,,http://register.consilium.europa.eu/pdf/en/00/st14/st14879.en00.pdf," Propos* and NoUnique* are missing in Celex document. As indicated in database, there is no Prelex path since there is no Commission proposal."
2002,2,22,"Council Decision on the granting of exceptional national
aid by the Government of the French Republic for the
distillation of certain wine sector products",U,"SE,DK,ES,NL,UK",,32002D0193,2002,NULL,EM,NULL,CS,NULL,,,,"The act has been taken at the request of the French government"
2002,2,23,"Council Decision on the granting of exceptional national
aid by the Government of the Italian Republic for the
distillation of certain wine sector products",U,"SE,DK,ES,NL,UK",,32002D0194,2002,NULL,EM,NULL,CS,NULL,,,,"The act has been taken at the request of the Italian government"
2002,3,1,"
Regulation of the European Parliament and of the Council
amending Council Regulation (EC) No 2027/97 on air carrier
liability in the event of accidents (12.3.2002)",V,,,32002R0889,2000,340,COM,2000,COD,145,,,,"ProposAnnee, ProposChrono, ProposOrigine, NoUniqueAnnee, NoUniqueType and NoUniqueChrono are missing in Celex document. "
2002,3,2,"Directive of the European Parliament and of the Council
amending Council Directives 90/425/EEC and 92/118/EEC as
regards health requirements for animal by-products
(13.3.2002",V,,,32002L0033,2000,573,COM,2000,COD,230,,,,
2002,3,3,"Regulations of the European Parliament and of the Council amending Council Regulation (EEC) No 3528/86 on the
protection of the Community's forests against atmospheric pollution",V,,,32002R0804,2001,634-1,COM,2001,COD,267,,,,"ProposChrono in ŒIL and Celex documents (634) is wrong. 634-1 as indicated in Pre-lex document is right. "
2002,3,4,"Regulations of the European Parliament and of the Council amending Council Regulation (EEC) No 2158/92 on the
protection of the Community's forests against fire",V,,,32002R0805,2001,634-2,COM,2001,COD,268,,,,"ProposChrono in ŒIL and Celex documents (634) is wrong. 634-2 as indicated in Pre-lex document is right. "
2002,3,5,"Council Regulation extending the financing of quality and
marketing improvement plans for certain nuts and locust
beans approved under Title IIa of Regulation (EEC)
No 1035/72 and providing for a specific aid for hazelnuts",V,SE,,32002R0545,2001,667,COM,2001,CNS,275,,,,
2002,3,6,"Regulation of the European Parliament and of the Council on
the implementation of the .eu Top Level Domain",V,,,32002R0733,2000,827,COM,2000,COD,328,,,,"ProposAnnee, ProposChrono, ProposOrigine, NoUniqueAnnee, NoUniqueType and NoUniqueChrono are missing in the celex document posted on the ENTG/ However, in the Celex document available from the Pre-lex document, two different ProposAnnee and ProposChrono are found (2000/827/COM and 2001/535/COM). Both refer to the same act. 2000/827/COM is right. "
2002,3,7,"Council Decision authorising the Netherlands to apply a differentiated rate of excise duty to low-sulphur petrol in accordance with Article 8(4) of Directive 92/81/EEC",U,,,32002D0263,2001,642,COM,NULL,CS,NULL,,,,"ProposAnnee, ProposChrono, ProposOrigine, NoUniqueAnnee, NoUniqueType and NoUniqueChrono are missing in the celex document  "
2002,3,8,"Council Decision authorising Denmark to apply a differentiated rate of excise duty to
heavy fuel oil and heating oil used by certain firms, in
accordance with Article 8(4) of Directive 92/81/EEC",U,,,32002D0264,2001,809,COM,NULL,CS,NULL,,,,"ProposAnnee, ProposChrono, ProposOrigine, NoUniqueAnnee, NoUniqueType and NoUniqueChrono are missing in the celex document  "
2002,3,9,"Council Decision authorising Italy to apply a differentiated rate of excise duty to
fuels containing biodiesel in accordance with
Article 8(4) of Directive 92/81/EEC",U,,,32002D0265,2001,813,COM,NULL,CS,NULL,,,,"ProposAnnee, ProposChrono, ProposOrigine, NoUniqueAnnee, NoUniqueType and NoUniqueChrono are missing in the celex document  "
2002,3,10,"Council Decision authorising France to apply a differentiated rate of excise duty to
biofuels in accordance with Article 8(4) of
Directive 92/81/EEC",U,,,32002D0266,2001,744,COM,NULL,CS,NULL,,,,"ProposAnnee, ProposChrono, ProposOrigine, NoUniqueAnnee, NoUniqueType and NoUniqueChrono are missing in the celex document "
2002,3,11,"Council Regulation fixing the premiums and guarantee
thresholds for leaf tobacco by variety group and Member
State for the 2002, 2003 and 2004 harvests and amending",V,UK,"DK, SE",32002R0546,2001,684,COM,2001,CNS,276,,,,
2002,3,12,"Directive of the European Parliament and of the Council on
the establishment of rules and procedures with regard to the
introduction of noise-related operating restrictions at
Community airports",V,BE,,32002L0030,2001,695,COM,2001,COD,282,,,,
2002,4,1,"Directive of the European Parliament and of the Council on
undesirable substances in animal feed",V,PT,,32002L0032,1999,654,COM,1999,COD,259,,,,"Two different ProposAnnee and ProposChrono in Celex document (1999/654/COM and 2000/861/COM). Both refer to the same act. 1999/654/COM as indicated in pre-lex document is right. "
2002,4,2,"Regulation of the European Parliament and of the Council
amending Regulation (EC) No 685/2001 in order to provide
for the distribution among Member States of authorisations
received pursuant to the Agreement between the European
Community and Romania establishing certain conditions for
the carriage of goods by road and the promotion of combined
transport",V,,,32002R0893,2001,334,COM,2001,COD,138,,,,
2002,4,3,"Council Decision on the revision of the Common Manual",U,,,32002D0352,2002,6,JAI,NULL,CS,NULL,,,,"ProposAnnee, ProposChrono, ProposOrigine, NoUniqueAnnee, NoUniqueType and NoUniqueChrono are missing in Celex document"
2002,4,4,"Council Decision on the adaptation of Part III of, and the
creation of an Annex 16 to, the Common Consular
Instructions",U,,,32002D0354,2001,19,JAI,NULL,CS,NULL,,,,"ProposAnnee, ProposChrono, ProposOrigine, NoUniqueAnnee, NoUniqueType and NoUniqueChrono are missing in Celex document"
2002,4,5,"Council Regulation establishing a general Community
framework of activities to facilitate the implementation of
judicial cooperation in civil matters",U,,,32002R0743,2001,221,COM,2001,CNS,109,,,,
2002,4,6,"Council Decision concerning security in connection with
football matches with an international dimension",U,,,32002D0348,2001,12,JAI,2001,CNS,824,,,,"ProposAnnee, ProposChrono and ProposOrigine are missing in ŒIL document. ProposAnnee, ProopsChrono, ProposOrigine, NoUniqueAnnee, NoUniqueType and NoUniqueChrono are missing in Celex document. "
2002,4,7,"Regulation of the European Parliament and of the Council
extending and amending Council Regulation (EC)
No 1659/98 on decentralised cooperation",V,,,32002R0955,2001,576,COM,2001,COD,243,,,,
2002,5,1,"Council Decision on the granting of a national aid by the
authorities of the Kingdom of the Netherlands in favour of
road transport undertakings",U,DK,,32002D0361,2002,NULL,EM,NULL,CS,NULL,,,,"ProposAnnee, ProopsChrono, ProposOrigine, NoUniqueAnnee, NoUniqueType and NoUniqueChrono are missing in Celex document. The act has been taken at the request of the Netherlands government"
2002,5,2,"Council Decision on the granting of a national aid by the
authorities of the Italian Republic in favour of road
transport undertakings",U,DK,,32002D0362,2002,NULL,EM,NULL,CS,NULL,,,,"The act has been taken at the request of the Italian government"
2002,5,3,"Council Decision on the granting of aid by the French
Government for road transport undertakings",U,DK,,32002D0363,2002,NULL,EM,NULL,CS,NULL,,,,"The act has been taken at the request of the French government"
2002,5,4,"Regulation of the European Parliament and of the Council on
quarterly non-financial accounts for general government",V,,,32002R1221,2001,100,COM,2001,COD,56,,,,
2002,5,5,"Council Decision authorising Luxembourg to apply a
differentiated rate of excise duty to low-sulphur diesel in
accordance with Article 8(4) of Directive 92/81/EEC",U,,,32002D0375,2002,113,COM,NULL,CS,NULL,,,,"ProposAnnee, ProopsChrono, ProposOrigine, NoUniqueAnnee, NoUniqueType and NoUniqueChrono are missing in Celex document."
2002,5,6,"Council Directive amending and amending temporarily
Directive 77/388/EEC as regards the value added tax
arrangements applicable to radio and television
broadcasting services and certain electronically supplied
services",U,,,32002L0038,2000,349-2,COM,2000,CNS,148,,,,"ProposChrono in Celex and Œil documents (349) is wrong. 349-2 as indicated in Pre-lex document is right."
2002,5,7,"Council Regulation amending temporarily
Regulation (EEC) No 218/92 on administrative
cooperation in the field of indirect taxation (VAT) and
introducing additional measures regarding electronic
commerce",U,,,32002R0792,2000,349-1,COM,2000,CNS,147,,,,"ProposChrono in Celex and Œil documents (349) is wrong. 349-1 as indicated in Pre-lex document is right.  The NoUnique indicated on the Prelex and Celex documents is not the right one as there is no OEIL document relating to COD(2000)147, only to CNS(2000)147. "
2002,5,8,"Directive of the European Parliament and of the Council
amending Directive 97/67/EC with regard to the further
opening to competition of Community postal services",V,,NL,32002L0039,2000,319,COM,2000,COD,139,,,,"Two different ProposChrono references in Celex document (2000/319/COM and 2001/109/COM). Both refer to the same act. 319 as indicated in Pre-lex document is right. "
2002,5,9,"Decision of the European Parliament and of the Council on
Community incentive measures in the field of employment",V,,,32002D1145,2000,459,COM,2000,COD,195,,,,
2002,5,10,"Regulation of the European Parliament and of the Council
amending Council Regulation (EEC) No 95/93 on common
rules for the allocation of slots at Community airports
(15.05.2002)",V,,,32002R0894,2002,7,COM,2002,COD,13,,Y,,
2002,5,11,"Directive of the European Parliament and of the Council on
financial collateral arrangements (15.05.2002)",V,,,32002L0047,2001,168,COM,2001,COD,86,,Y,,
2002,5,12,"Council Regulation setting up the GALILEO Joint
Undertaking",V,,,32002R0876,2001,336,COM,2001,CNS,136,,,,
2002,5,13,"Directive of the European Parliament and of the Council
relating to the assessment and management of environmental
noise",V,,,32002L0049,2000,468,COM,2000,COD,194,,,,"The Celex number in Celex document (32002L0047) is wrong. The Celex document loaded in ENTG is wrong. It refers to an other act. The right Celex number is 32002L0049 as indicated in Pre-lex and Œil documents. "
2002,5,14,"Directive of the European Parliament and of the Council on
the minimum health and safety requirements regarding the
exposure of workers to the risks arising from physical agents
(vibration) (sixteenth individual Directive within the meaning
of Article 16(1) of Directive 89/391/EEC)",V,,,32002L0044,1992,560,COM,1992,COD,449,Y,,,"In pre-lex document, there are 4 different Celex references (32002L0044, 32003L0010, 32004L0040, 32006L0025) since this a splitted proposition. 32002L0044, as indicated in Celex document, is right. In Celex document, two different NoUniqueType (COD and SYN) are found. COD is correct, as indicated in OEIL and Pre-lex documents. "
2002,5,15,"Directive of the European Parliament and of the Council
amending for the twentieth time Council
Directive 76/769/EEC relating to restrictions on the
marketing and use of certain dangerous substances and
preparations
(short-chain chlorinated paraffins)",V,,NL,32002L0045,2000,260,COM,2000,COD,104,,,,"Two different ProposAnnee and ProposChrono references in Celex document (2000/260/COM and 2001/268/COM). Both refer to the same act. 2000/260/COM as indicated in Pre-lex document is right."
2002,5,16,"Council Regulation amending Regulation (EC) No 1868/94
establishing a quota system in relation to the production of
potato starch",V,FI,,32002R0962,2001,677-2,COM,2001,CNS,273,,,,"ProposChrono in ŒIL and Celex documents (677) is wrong. 677-2 as indicated in Pre-lex document is right. "
2002,5,17,"Directive 2002/46/EC of the European Parliament and of the
Council on the approximation of the laws of the Member
States relating to food supplements",V,,,32002L0046,2000,222,COM,2000,COD,80,,,,"Two different ProposAnnee and ProposChrono references in Celex document (2000/222/COM and 2001/159/COM). Both refer to the same act. 2000/222/COM as indicated in Pre-lex document is right. "
2002,6,1,"Council Regulation amending Regulation (EEC) No 3677/90
laying down measures to be taken to discourage the diversion
of certain substances to the illicit manufacture of narcotic
drugs and psychotropic substances",V,,,32002R0988,2002,98,COM,2002,ACC,68,,,,
2002,6,2,"Decision of the European Parliament and of the Council
concerning the sixth framework programme of the
European Community for research, technological
development and demonstration activities, contributing
to the creation of the European research area and to
innovation (2002-2006)",V,,AT,32002D1513,2001,94-1,COM,2001,COD,53,,,,"Two different wrong ProposChrono in Celex and Œil documents (2001/94/COM and 2001/79/COM). 94-1 as indicated in Pre-lex document is right. 2001/79/COM refers to a different act. "
2002,6,3,"Council Decision concerning the sixth framework
programme of the European Atomic Energy
Community (EURATOM) for nuclear research and
training activities, also contributing to the creation of
the European Research Area (2002-2006)",U,DE,,32002D0668,2001,94-2,COM,2001,CNS,54,,,,"ProposChrono in Œil and Celex documents is wrong (2001/94/COM). 94-2 as indicated in Pre-lex document is right. "
2002,6,4,"Council Decision authorising the Federal Republic of
Germany to apply a measure derogating from Article 21 of
the Sixth Directive 77/388/EEC on the harmonisation of the
laws of the Member States relating to turnover taxes",U,,,32002D0439,2002,121,COM,NULL,CS,NULL,,,,"ProposAnnee, ProposChrono, ProposOrigine, NoUniqueAnnee, NoUniqueType and NoUniqueChrono are missing in Celex document"
2002,6,5,"Regulation of the European Parliament and of the Council on
the application of international accounting standards",V,,,32002R1606,2001,80,COM,2001,COD,44,,,,
2002,6,6,"Directive of the European Parliament and of the Council on
the reduction of the level of pollutant emissions from two and
three-wheel motor vehicles and amending Directive 97/24/EC",V,UK,,32002L0051,2000,314,COM,2000,COD,136,,,,"Two different ProposChrono in Celex document (2000/314/COM and 2001/145/COM). Both refer to the same act. 314, as indicated in Pre-lex document, is right. "
2002,6,7,"Decision of the European Parliament and of the Council
laying down the Sixth Community Environment Action
Programme",V,,,32002D1600,2001,31-2,COM,2001,COD,29,,,,"ProposChrono in Œil and Celex documents (31) is wrong. 31-2 as indicated in Pre-lex document is right. "
2002,6,8,"Regulation of the European Parliament and of the Council
amending Council Regulation (EC) No 577/98 on the
organisation of the labour force sample survey in the
Community (11.06.2002)",V,,,32002R1991,2001,319,COM,2001,COD,127,,Y,,
2002,6,9,"Directive of the European Parliament and of the Council
amending for the nineteenth time Council
Directive 76/769/EEC relating to restrictions on the
marketing and use of certain dangerous substances and
preparations (azocolourants) (11.06.02)",V,,,32002L0061,1999,620,COM,1999,COD,269,,Y,,"Two different ProposChrono in Celex document (1999/620/COM and 2000/785/COM). Both refer to the same act. 1999/620/COM, as indicated in Pre-lex and Oeil documents, is right. "
2002,6,10,"Council Decision setting up a European network of contact
points in respect of persons responsible for genocide, crimes
against humanity and war crimes",U,,,32002D0494,2001,14,JAI,2001,CNS,826,,,,"ProposAnnee, ProposChrono, ProopsOrigine, NoUniqueAnnee, NoUniqueType and NoUniqueChrono are missing in Celex. ProposAnnee, ProposChrono and ProposOrigine are missing in Œil document. "
2002,6,11,"Council Regulation laying down a uniform format for
residence permits for third-country nationals",U,,,32002R1030,2001,157-3,COM,2001,CNS,82,,,,"ProposChrono is wrong in Celex and Œil documents (157). 157-3 as indicated in Pre-lex document is right. "
2002,6,12,"Council Decision adopting an action programme for
administrative cooperation in the fields of external borders,
visas, asylum and immigration (ARGO programme)",U,,,32002D0463,2001,567,COM,2001,CNS,230,,,,
2002,6,13,"Council Framework Decision on joint investigation teams",U,,,32002F0465,2001,15,JAI,2001,CNS,821,,,,"ProposAnnee, ProposChrono, ProposOrigine, NoUniqueAnnee, NoUniqueType, NoUniqueChrono are missing in Celex document. No Celex reference on top-right in Pre-lex document. See on bottom. "
2002,6,14,"Directive of the European Parliament and of the Council
amending Council Directive 76/207/EEC on the
implementation of the principle of equal treatment for men
and women as regards access to employment, vocational
training and promotion, and working conditions",V,,,32002L0073,2000,334,COM,2000,COD,142,,,,"Two different ProopsChrono in Celex document (2000/334/COM and 2001/321/COM). Both refer to the same act. 334 as indicated in Pre-lex document is right. "
2002,6,15,"Council Directive on the common catalogue of varieties of
agricultural plant species",V,,,32002L0053,1995,628-3,COM,1995,CNS,322,,,,"ProposChrono is wrong in Celex and Œil documents (628). 628-3 as indicated in Pre-lex document is right. "
2002,6,16,"Council Directive on the marketing of beet seed",V,,,32002L0054,2001,177,COM,2001,CNS,147,,,,"ProposAnne, and ProposChrono,  are wrong in  Celex document (1995/622/COM). There is no Prelex document relating to COM'(2001)177 but only to
COM(1995) 622-2 as COM(2001)177 is an amended proposal, the initial one being COM(1995)622-2.
"
2002,6,17,"Council Directive on the marketing of vegetable seed",V,,,32002L0055,2001,194,COM,2001,CNS,108,,,,"Celex reference in ŒIL document is missing. There is no Prelex document relating to COM(2001)194 but only to
COM(1995) 628-1 as COM(2001) 194 is an amended proposal, the inital one being COM(1995)628-1. The NoUnique 1995/0320(CNS) indicated on the Prelex document is not the right one: it relates to a procedure that was lapsed otr withdrawn.
"
2002,6,18,"Council Directive on the marketing of seed potatoes",V,,,32002L0056,1995,622-1,COM,1995,CNS,302,,,,
2002,6,19,"Council Directive on the marketing of seed of oil and fibre
plants",V,,,32002L0057,1995,622-3,COM,1995,CNS,304,,,,"ProposChrono in ŒIL and Celex documents (622) is wrong. 622-3 as indicated in Pre-lex document is right. NoUniqueAnnee and NoUniqueChrono in Celex document (1992/CNS/4) is wrong. 1995/CNS/304 as indicated in Pre-lex and Œil documents is right. "
2002,6,20,"Council Framework Decision on the European arrest warrant
and the surrender procedures between Member States",U,,,32002F0584,2001,522,COM,2001,CNS,215,,,,"Celex reference on top-right in Pre-lex document is missing. See on bottom. "
2002,6,21,"Council Framework Decision on combating terrorism",U,,,32002F0475,2001,521,COM,2001,CNS,217,,,,"Celex reference on top-right in Pre-lex document is missing. See on bottom."
2002,6,22,"Council Decision amending Decision 97/788/EC as regards
the period of validity",U,,,32002D0580,2002,216,COM,NULL,CS,NULL,,,,"ProposAnnee, ProposChrono, ProposOrigine, NoUniqueAnnee, NoUniqueType, NoUniqueChrono are missing in Celex document. "
2002,6,23,"Regulation of the European Parliament and of the Council on
common rules in the field of civil aviation and establishing a
European Aviation Safety Agency",V,,,32002R1592,2000,595,COM,2000,COD,246,,,,
2002,6,24,"Regulation of the European Parliament and of the Council on
the prolongation of the ECSC steel statistics system after the
expiry of the ECSC Treaty",V,FR,,32002R1840,2002,160,COM,2002,COD,78,,,,
2002,6,25,"Decision of the European Parliament and of the Council
amending Decision No 1336/97/EC on a series of guidelines
for trans-European telecommunications networks",V,,,32002D1376,2001,742-2,COM,2001,COD,296,,,,"ProposChrono in ŒIL and Celex documents (742) is wrong. 742-2 as indicated in Pre-lex document is right. "
2002,6,26,"Council Regulation amending Regulation (EC) No 3050/95
temporarily suspending the autonomous Common Customs
Tariff duties on a number of products intended for the
construction, maintenance and repair of aircraft",V,,,32002R1146,2002,131,COM,NULL,CS,NULL,,,,"ProposAnnee, ProposChrono, ProposOrigine, NoUniqueAnnee, NoUniqueType and NoUNiqueChrono are missing in Celex document"
2002,6,27,"Council Regulation temporarily suspending the autonomous
Common Customs Tariff duties on certain goods imported
with airworthiness certificates",V,,,32002R1147,2002,147,COM,NULL,CS,NULL,,,,"ProposAnnee, ProposChrono, ProposOrigine, NoUniqueAnnee, NoUniqueType and NoUNiqueChrono are missing in Celex document"
2002,6,28,"Directive of the Eropean Prliament and of the Council
concerning the processing of personal data and the protection
of privacy in the electronic communications sector",V,,LUX,32002L0058,2000,385,COM,2000,COD,189,,,,
2002,6,29,"Directive of the European Parliament and of the Council
establishing a Community vessel traffic monitoring and
information system and repealing Council
Directive 93/75/EEC",V,,,32002L0059,2000,802-2,COM,2000,COD,325,,,,"Two different ProposAnnee and ProposChrono in Celex document (2000/802/COM and 2001/592/COM). Both refer to the same act. ProposChrono in ŒIL document (802) is wrong. 802-2 as indicated in pre-lex document is right. "
2002,6,30,"Regulation of the European Parliament and of the Council
establishing a European Maritime Safety Agency",V,,,32002R1406,2000,802-4,COM,2000,COD,327,,,,"Two different ProposAnnee and ProposChrono in Celex document (2000/802/COM and 2001/676/COM). Both refer to the same act. ProposChrono in ŒIL document (802) is wrong. 802-4 as indicated in pre-lex document is right. "
2002,6,31,"Council Regulation amending Regulation (EC) No 1255/96
temporarily suspending the autonomous common customs
tariff duties on certain industrial, agricultural and fishery
products",V,FR,,32002R1120,2002,198,COM,NULL,CS,NULL,,,,"ProposAnnee, ProposChrono, ProposOrigine, NoUniqueAnnee, NoUniqueType and NoUniqueChrono are missing in Celex document;"
